"source","target"
"61141654","315893312"
"61141654","398747208"
"61141654","223514068"
"61141654","483280741"
"61141654","22548008"
"61141654","21198284"
"61141654","294813607"
"61141654","279792997"
"61141654","269969340"
"61141654","158762646"
"61141654","41562632"
"61141654","116983337"
"61141654","99972077"
"61141654","214010563"
"61141654","65390942"
"61141654","519479294"
"61141654","111428431"
"61141654","240288112"
"61141654","278600503"
"61141654","507672047"
"61141654","56672870"
"61141654","90743050"
"61141654","214413743"
"61141654","77151795"
"61141654","112814910"
"61141654","278486221"
"61141654","26044150"
"61141654","27476898"
"61141654","167321831"
"61141654","138773905"
"61141654","211269846"
"61141654","188365079"
"61141654","109256119"
"61141654","78030647"
"61141654","29774933"
"61141654","25184563"
"61141654","443804285"
"61141654","209580428"
"61141654","382560919"
"61141654","19916572"
"61141654","46893921"
"61141654","256740776"
"61141654","80595443"
"61141654","387299476"
"61141654","106465580"
"61141654","61738142"
"61141654","77224031"
"61141654","26729342"
"61141654","469648694"
"61141654","18561165"
"61141654","42122312"
"61141654","59841416"
"61141654","40745276"
"61141654","482046235"
"61141654","286736469"
"61141654","429345618"
"61141654","22622572"
"61141654","68119577"
"61141654","259143595"
"61141654","488368526"
"61141654","359886064"
"61141654","63253045"
"61141654","206179509"
"61141654","301328028"
"61141654","148297682"
"61141654","81566890"
"61141654","366788276"
"61141654","14082692"
"61141654","318967677"
"61141654","16143542"
"61141654","26076890"
"61141654","432507102"
"61141654","54060157"
"61141654","268325101"
"61141654","54358730"
"61141654","16668886"
"61141654","243571737"
"61141654","372775357"
"61141654","30345691"
"61141654","113195690"
"61141654","237676010"
"61141654","42155224"
"61141654","110409516"
"61141654","3611011"
"61141654","55353207"
"61141654","265483421"
"61141654","26110485"
"61141654","97305237"
"61141654","335503236"
"61141654","65339361"
"61141654","17663756"
"61141654","20671787"
"61141654","395382012"
"61141654","224201809"
"61141654","118921833"
"61141654","426738834"
"61141654","318336831"
"61141654","140475562"
"61141654","244690266"
"61141654","191879849"
"61141654","265975971"
"61141654","54359532"
"61141654","92251151"
"61141654","61289765"
"61141654","75992240"
"61141654","83852999"
"61141654","253490625"
"61141654","368276033"
"61141654","25052710"
"61141654","154078556"
"61141654","22494360"
"61141654","48331900"
"61141654","88007721"
"61141654","414248813"
"61141654","401534665"
"61141654","16615191"
"61141654","280939327"
"61141654","164365459"
"61141654","30334602"
"61141654","43561467"
"61141654","39209124"
"61141654","124447210"
"61141654","9574932"
"61141654","19159855"
"61141654","264787053"
"61141654","46396718"
"61141654","106920576"
"61141654","302162093"
"61141654","75616545"
"61141654","21798200"
"61141654","253455264"
"61141654","86525622"
"61141654","319609996"
"61141654","114027921"
"61141654","362674056"
"61141654","153060554"
"61141654","57057453"
"61141654","388421804"
"61141654","289950403"
"61141654","278014696"
"61141654","21044208"
"61141654","27450925"
"61141654","10091982"
"61141654","67613844"
"61141654","264348057"
"61141654","130593999"
"61141654","45575696"
"61141654","134407454"
"61141654","236560782"
"61141654","65435500"
"61141654","76671886"
"61141654","97991572"
"61141654","151398671"
"61141654","30969644"
"61141654","17540485"
"61141654","226087776"
"61141654","27220891"
"61141654","127106734"
"61141654","27650674"
"61141654","210775513"
"61141654","111254041"
"61141654","183310558"
"61141654","249186003"
"61141654","125832497"
"61141654","101485496"
"61141654","77175814"
"61141654","61787653"
"61141654","108729630"
"61141654","91415649"
"61141654","343302945"
"61141654","332898591"
"61141654","31324494"
"61141654","38397188"
"61141654","44860919"
"61141654","21200516"
"61141654","56652148"
"61141654","179414795"
"61141654","271287963"
"61141654","1785501"
"61141654","65339542"
"61141654","27828978"
"61141654","299458766"
"61141654","22125952"
"61141654","36783122"
"61141654","128155589"
"61141654","187559628"
"61141654","229454266"
"61141654","320987486"
"61141654","14430816"
"61141654","235665105"
"61141654","293201486"
"61141654","26200415"
"61141654","111341323"
"61141654","252757329"
"61141654","59429920"
"61141654","281001930"
"61141654","260729049"
"61141654","112462199"
"61141654","235910394"
"61141654","111591911"
"61141654","281635993"
"61141654","224017694"
"61141654","35117415"
"61141654","106146884"
"61141654","268841613"
"61141654","107958666"
"61141654","80562377"
"61141654","213969309"
"61141654","20070060"
"61141654","246772342"
"61141654","119659524"
"61141654","69009066"
"61141654","91363887"
"61141654","124710581"
"61141654","179648900"
"61141654","69277286"
"61141654","87940503"
"61141654","231852352"
"61141654","91083585"
"61141654","229444492"
"61141654","239172505"
"61141654","89153012"
"61141654","162835089"
"61141654","17923624"
"61141654","19981306"
"61141654","9288972"
"61141654","39220606"
"61141654","68206035"
"61141654","13382652"
"61141654","49488784"
"61141654","109751841"
"61141654","174993138"
"61141654","9968192"
"61141654","94039181"
"61141654","41906364"
"61141654","39543168"
"61141654","28036126"
"61141654","171985977"
"61141654","18685080"
"61141654","38199580"
"61141654","52344859"
"61141654","21474631"
"61141654","120564213"
"61141654","113301403"
"61141654","88672929"
"61141654","53053378"
"61141654","123577980"
"61141654","16219077"
"61141654","156606331"
"61141654","55801527"
"61141654","15603629"
"61141654","55880769"
"61141654","53351385"
"61141654","37050345"
"61141654","26483124"
"61141654","64186160"
"61141654","115044590"
"61141654","30182732"
"61141654","71370894"
"61141654","34394666"
"61141654","189240916"
"61141654","21255118"
"61141654","20499863"
"61141654","83361820"
"61141654","78502161"
"61141654","157055308"
"61141654","90320997"
"61141654","17413170"
"61141654","114729566"
"61141654","49391820"
"61141654","166905249"
"61141654","20624564"
"61141654","19977449"
"61141654","109248656"
"61141654","80324287"
"61141654","55528646"
"61141654","45843783"
"61141654","58444150"
"61141654","56061098"
"61141654","116757352"
"61141654","45578562"
"61141654","115006680"
"61141654","31209800"
"61141654","21710527"
"61141654","20464600"
"61141654","55513910"
"61141654","111280097"
"61141654","53056037"
"61141654","17508484"
"61141654","138041655"
"61141654","55526968"
"61141654","20379128"
"61141654","20517081"
"61141654","21046818"
"61141654","69008563"
"61141654","107872957"
"61141654","105106802"
"61141654","20600235"
"61141654","17940246"
"61141654","26129768"
"61141654","23575595"
"61141654","26121279"
"61141654","28297965"
"61141654","110756260"
"61141654","55533135"
"61141654","93819292"
"61141654","21396136"
"61141654","108247668"
"61141654","26235265"
"61141654","31401945"
"61141654","82322622"
"61141654","84648235"
"61141654","92515546"
"61141654","80252009"
"61141654","26037957"
"61141654","25343589"
"61141654","40002562"
"61141654","48459607"
"61141654","24871896"
"61141654","17231318"
"61141654","61272253"
"61141654","53047484"
"61141654","61143205"
"61141654","61143199"
"61141654","45811115"
"61141654","26043195"
"61141654","17413027"
"61141654","14883548"
"61141654","34885230"
"61141654","54901021"
"61141654","44618174"
"61141654","39508552"
"61141654","23440052"
"401309740","61141654"
"1166133308","61141654"
"155984295","61141654"
"204792749","61141654"
"268755678","61141654"
"475518685","61141654"
"281534023","61141654"
"720427626","61141654"
"1160830526","61141654"
"131201174","61141654"
"277232792","61141654"
"1083794220","61141654"
"531295665","61141654"
"1092144108","61141654"
"934024356","61141654"
"241047912","61141654"
"59202400","61141654"
"22619883","61141654"
"15197472","61141654"
"572626171","61141654"
"1102040329","61141654"
"108437837","61141654"
"154378987","61141654"
"520700066","61141654"
"706712774","61141654"
"377572052","61141654"
"360626942","61141654"
"177912682","61141654"
"301521704","61141654"
"524708803","61141654"
"617608120","61141654"
"57303561","61141654"
"299857518","61141654"
"550110547","61141654"
"593954613","61141654"
"216055213","61141654"
"89946786","61141654"
"431106949","61141654"
"21643140","61141654"
"98685133","61141654"
"1074002658","61141654"
"68388067","61141654"
"795629286","61141654"
"1061142366","61141654"
"446113395","61141654"
"513301859","61141654"
"267938247","61141654"
"968684166","61141654"
"551642005","61141654"
"88472854","61141654"
"1009633176","61141654"
"1006158630","61141654"
"725478524","61141654"
"567361886","61141654"
"259324096","61141654"
"617248163","61141654"
"984663182","61141654"
"978562908","61141654"
"379676999","61141654"
"24888107","61141654"
"931983254","61141654"
"80595443","61141654"
"20571946","61141654"
"269875398","61141654"
"24158627","61141654"
"115379139","61141654"
"147548069","61141654"
"23322403","61141654"
"571485153","61141654"
"846215486","61141654"
"494798513","61141654"
"145163180","61141654"
"576280340","61141654"
"848730092","61141654"
"126674030","61141654"
"86600252","61141654"
"600897139","61141654"
"552547084","61141654"
"111658870","61141654"
"753918757","61141654"
"54978124","61141654"
"150656251","61141654"
"24180138","61141654"
"622094245","61141654"
"491444202","61141654"
"242340707","61141654"
"121744424","61141654"
"858438727","61141654"
"857016974","61141654"
"93993083","61141654"
"483831750","61141654"
"531523144","61141654"
"102647845","61141654"
"53764928","61141654"
"828964081","61141654"
"126323091","61141654"
"71531621","61141654"
"627594937","61141654"
"470336591","61141654"
"318924780","61141654"
"568534243","61141654"
"235719455","61141654"
"54901021","61141654"
"749993155","61141654"
"37482990","61141654"
"716290134","61141654"
"170261704","61141654"
"403433385","61141654"
"521651090","61141654"
"17022189","61141654"
"17335071","61141654"
"107117934","61141654"
"377900846","61141654"
"560966039","61141654"
"473029064","61141654"
"259738221","61141654"
"153816750","61141654"
"51036319","61141654"
"574681737","61141654"
"624462979","61141654"
"625318239","61141654"
"229881539","61141654"
"438656033","61141654"
"361957048","61141654"
"67327415","61141654"
"113437096","61141654"
"57403144","61141654"
"19096478","61141654"
"588820121","61141654"
"610709079","61141654"
"86269820","61141654"
"368347555","61141654"
"598474565","61141654"
"601679435","61141654"
"580760054","61141654"
"587477059","61141654"
"295646054","61141654"
"59806658","61141654"
"214060796","61141654"
"211964928","61141654"
"205322128","61141654"
"592486805","61141654"
"126977295","61141654"
"194583201","61141654"
"269786008","61141654"
"121447153","61141654"
"583105623","61141654"
"590012660","61141654"
"121765491","61141654"
"258922395","61141654"
"38272869","61141654"
"294813607","61141654"
"436071586","61141654"
"568263200","61141654"
"202076683","61141654"
"557922666","61141654"
"69225563","61141654"
"313840985","61141654"
"307974567","61141654"
"563356652","61141654"
"560589678","61141654"
"268823894","61141654"
"61707830","61141654"
"260706970","61141654"
"326622989","61141654"
"162887634","61141654"
"17939564","61141654"
"70197085","61141654"
"367713797","61141654"
"557757455","61141654"
"3611011","61141654"
"395402071","61141654"
"529473468","61141654"
"296814963","61141654"
"549643334","61141654"
"242092846","61141654"
"55370778","61141654"
"65605501","61141654"
"431756974","61141654"
"529668303","61141654"
"483280741","61141654"
"223514068","61141654"
"63727776","61141654"
"124729845","61141654"
"72250928","61141654"
"255459764","61141654"
"398747208","61141654"
"429345618","61141654"
"280939327","61141654"
"412345083","61141654"
"54567364","61141654"
"315893312","61141654"
"366788276","61141654"
"488368526","61141654"
"482046235","61141654"
"273814963","61141654"
"406498947","61141654"
"110409516","61141654"
"415714236","61141654"
"459330238","61141654"
"335503236","61141654"
"44618174","61141654"
"39123953","61141654"
"289950403","61141654"
"250853284","61141654"
"401534665","61141654"
"272172809","61141654"
"110657521","61141654"
"373194956","61141654"
"3943871","61141654"
"71666330","61141654"
"386971023","61141654"
"134407454","61141654"
"221658977","61141654"
"26336674","61141654"
"177507793","61141654"
"91415649","61141654"
"38397188","61141654"
"114027921","61141654"
"330382245","61141654"
"72789609","61141654"
"111591911","61141654"
"65339542","61141654"
"319609996","61141654"
"289284261","61141654"
"235665105","61141654"
"310366415","61141654"
"286124033","61141654"
"219178151","61141654"
"20070060","61141654"
"171593123","61141654"
"267683955","61141654"
"175599717","61141654"
"97857415","61141654"
"232511872","61141654"
"189557623","61141654"
"110692367","61141654"
"136384885","61141654"
"55520788","61141654"
"186482413","61141654"
"186481100","61141654"
"39508552","61141654"
"189240916","61141654"
"69277286","61141654"
"183130023","61141654"
"180678125","61141654"
"179648900","61141654"
"128007981","61141654"
"128865833","61141654"
"34885230","61141654"
"124710581","61141654"
"22125952","61141654"
"77180947","61141654"
"77175814","61141654"
"96754160","61141654"
"92515546","61141654"
"80252009","61141654"
"94953991","61141654"
"94953783","61141654"
"91363887","61141654"
"86388025","61141654"
"24871896","61141654"
"17231318","61141654"
"66662575","61141654"
"54066917","61141654"
"61272253","61141654"
"61143205","61141654"
"61143199","61141654"
"60943989","61141654"
"14883548","61141654"
"268823894","64972934"
"268823894","283452317"
"268823894","854863627"
"268823894","517484918"
"268823894","96958041"
"268823894","327644875"
"268823894","1063103846"
"268823894","790071997"
"268823894","41580964"
"268823894","742383288"
"268823894","296134285"
"268823894","221910795"
"268823894","294580466"
"268823894","297642094"
"268823894","51175150"
"268823894","138086130"
"268823894","27343080"
"268823894","26037957"
"268823894","443896468"
"268823894","398579571"
"268823894","65328210"
"268823894","365341762"
"268823894","41137913"
"268823894","710713526"
"268823894","520700066"
"268823894","114463647"
"268823894","63797796"
"268823894","627428951"
"268823894","65030405"
"268823894","326622989"
"268823894","26024131"
"268823894","430554250"
"268823894","113877923"
"268823894","452112850"
"268823894","337323177"
"268823894","726944791"
"268823894","57353465"
"268823894","177345578"
"268823894","44618174"
"268823894","80252009"
"268823894","91112316"
"268823894","127106734"
"268823894","95274145"
"268823894","223430434"
"268823894","187478893"
"268823894","712893325"
"268823894","433574416"
"268823894","227256038"
"268823894","624994147"
"268823894","259738221"
"268823894","17413027"
"268823894","20775856"
"268823894","16663336"
"268823894","360121586"
"268823894","33223155"
"268823894","429884655"
"268823894","269786008"
"268823894","605164702"
"268823894","61272253"
"268823894","26377107"
"268823894","86525622"
"268823894","119213716"
"268823894","317166262"
"268823894","595112123"
"268823894","343316398"
"268823894","114735142"
"268823894","193054135"
"268823894","588220902"
"268823894","19918839"
"268823894","121744424"
"268823894","488368526"
"268823894","562852503"
"268823894","295192720"
"268823894","24180138"
"268823894","358733551"
"268823894","496166820"
"268823894","54901021"
"268823894","411746257"
"268823894","61141654"
"268823894","504141734"
"268823894","400116635"
"268823894","15874523"
"268823894","115006680"
"268823894","113976133"
"268823894","20379128"
"268823894","367890539"
"268823894","15943679"
"268823894","301944905"
"268823894","21652912"
"268823894","40297195"
"268823894","405398986"
"268823894","116757352"
"268823894","89193086"
"268823894","20358637"
"268823894","20496837"
"268823894","122009091"
"268823894","337684990"
"268823894","19981306"
"268823894","38853289"
"268823894","193712849"
"268823894","217421304"
"268823894","83361820"
"268823894","60918035"
"268823894","47989490"
"268823894","341671223"
"268823894","402629721"
"268823894","21044208"
"268823894","184729183"
"268823894","132115596"
"268823894","197385282"
"268823894","20663500"
"268823894","295345685"
"268823894","30638507"
"268823894","45575696"
"268823894","420524495"
"268823894","504143250"
"268823894","300326306"
"268823894","253490625"
"268823894","406423824"
"268823894","20232903"
"268823894","343597241"
"268823894","44571497"
"268823894","148529950"
"268823894","54987639"
"268823894","412116488"
"268823894","111030455"
"268823894","305501971"
"268823894","239119790"
"268823894","16627575"
"268823894","158261220"
"268823894","26116730"
"268823894","55513910"
"268823894","58444150"
"268823894","374930639"
"268823894","69008563"
"268823894","63159405"
"268823894","202589921"
"268823894","210775513"
"268823894","314551976"
"268823894","44340677"
"268823894","39749525"
"268823894","57586907"
"268823894","164279952"
"268823894","45578562"
"268823894","73635568"
"268823894","388421804"
"268823894","121765491"
"268823894","302162093"
"268823894","138041655"
"268823894","525208028"
"268823894","540216621"
"268823894","250627196"
"268823894","268247778"
"268823894","22805467"
"268823894","258922395"
"268823894","453008483"
"268823894","224201809"
"268823894","302165840"
"268823894","501176923"
"268823894","243571737"
"268823894","161753897"
"268823894","292315140"
"268823894","16143542"
"268823894","167321831"
"268823894","445701760"
"268823894","20499863"
"268823894","69866192"
"268823894","260706970"
"268823894","281635993"
"268823894","413858221"
"268823894","418203301"
"268823894","59841416"
"268823894","22622572"
"268823894","78502161"
"268823894","398653938"
"268823894","153486432"
"268823894","28371326"
"268823894","318336831"
"268823894","256488797"
"268823894","21200516"
"268823894","115044590"
"268823894","214413743"
"268823894","432507102"
"268823894","53179420"
"268823894","20772858"
"268823894","64659358"
"268823894","526140580"
"268823894","53056037"
"268823894","213969309"
"268823894","157055308"
"268823894","318967677"
"268823894","61738142"
"268823894","65390942"
"268823894","249186003"
"268823894","246772342"
"268823894","68674747"
"268823894","324887470"
"268823894","519479294"
"268823894","279276423"
"268823894","316606705"
"268823894","382560919"
"268823894","501824240"
"268823894","235910394"
"268823894","46401273"
"268823894","487468351"
"268823894","507672047"
"268823894","19066878"
"268823894","231860499"
"268823894","280939327"
"268823894","19709978"
"268823894","63937720"
"268823894","21396136"
"268823894","69009066"
"268823894","368276033"
"268823894","26129768"
"268823894","26128768"
"268823894","91083585"
"268823894","108247668"
"268823894","486022227"
"268823894","36335112"
"268823894","89194184"
"268823894","17508484"
"268823894","107872957"
"268823894","154078556"
"268823894","19446534"
"268823894","366788276"
"268823894","111280097"
"268823894","31401945"
"268823894","23440052"
"268823894","58303452"
"268823894","21710527"
"268823894","277371960"
"268823894","373312433"
"268823894","123449340"
"268823894","250613814"
"268823894","132841640"
"268823894","70847722"
"268823894","17413170"
"268823894","106465580"
"268823894","83077109"
"268823894","25058029"
"268823894","53053378"
"268823894","9574932"
"268823894","66691543"
"268823894","164321844"
"268823894","31209800"
"268823894","24158627"
"268823894","14430816"
"268823894","208216983"
"268823894","271287963"
"268823894","39354818"
"268823894","67838407"
"268823894","119659524"
"268823894","167461396"
"268823894","320987486"
"268823894","112814910"
"268823894","49391820"
"268823894","171985977"
"268823894","17940246"
"268823894","23575595"
"268823894","93819292"
"268823894","26355886"
"268823894","67613844"
"268823894","151852152"
"268823894","110708958"
"268823894","48459607"
"268823894","45843783"
"268823894","88007721"
"268823894","114729566"
"268823894","110756260"
"268823894","248756837"
"268823894","256740776"
"268823894","82322622"
"268823894","229454266"
"268823894","226087776"
"268823894","26235265"
"268823894","24871896"
"268823894","90320997"
"268823894","28297965"
"268823894","237676010"
"268823894","90636188"
"268823894","20517081"
"268823894","239172505"
"268823894","20265072"
"268823894","39220606"
"268823894","236076616"
"268823894","22903129"
"268823894","107816488"
"268823894","156606331"
"268823894","53047484"
"268823894","117367226"
"268823894","30182732"
"268823894","13382652"
"268823894","44860919"
"268823894","18305567"
"268823894","71370894"
"268823894","80324287"
"158997134","268823894"
"12541352","268823894"
"26999919","268823894"
